stationId,data_dnia,T_min,T_max,T_srednia
IUNG8,2025-04-27,0.0,12.6,6.3
IUNG8,2025-04-28,-0.1,17.7,8.8
IUNG8,2025-04-29,4.1,19.8,11.95
IUNG8,2025-04-30,6.5,19.8,13.15
IUNG8,2025-05-01,5.9,18.4,12.15
IUNG8,2025-05-02,0.0,22.0,11.0
IUNG8,2025-05-03,0.0,23.4,11.7
IUNG8,2025-05-04,0.0,16.7,8.35
IUNG8,2025-05-05,4.8,10.1,7.45
IUNG8,2025-05-06,0.0,12.5,6.25
IUNG8,2025-05-07,1.4,12.4,6.9
IUNG8,2025-05-08,0.0,10.7,5.35
IUNG8,2025-05-09,-1.4,11.3,4.95
IUNG8,2025-05-10,0.0,9.3,4.65
IUNG8,2025-05-11,0.0,12.6,6.3
IUNG8,2025-05-12,0.0,13.4,6.7
IUNG8,2025-05-13,0.0,15.3,7.65
IUNG8,2025-05-14,0.0,15.1,7.55
IUNG8,2025-05-15,0.0,11.0,5.5
IUNG8,2025-05-16,2.3,8.9,5.6
IUNG8,2025-05-17,2.7,11.0,6.85
IUNG8,2025-05-18,0.0,10.2,5.1
IUNG8,2025-05-19,6.1,14.9,10.5
IUNG8,2025-05-20,7.8,19.8,13.8
IUNG8,2025-05-21,9.5,22.0,15.75
IUNG8,2025-05-22,9.1,21.3,15.2
IUNG8,2025-05-23,0.0,13.2,6.6
IUNG8,2025-05-24,3.8,14.6,9.2
IUNG8,2025-05-25,3.3,17.2,10.25
IUNG8,2025-05-26,4.7,21.1,12.9
IUNG8,2025-05-27,0.0,20.5,10.25
IUNG8,2025-05-28,0.0,21.5,10.75
IUNG8,2025-05-29,8.9,14.4,11.65
IUNG8,2025-05-30,7.3,20.5,13.9
IUNG8,2025-05-31,12.8,23.7,18.25
IUNG8,2025-06-01,12.3,25.7,19.0
IUNG8,2025-06-02,0.0,26.4,13.2
IUNG8,2025-06-03,0.0,20.9,10.45
IUNG8,2025-06-04,11.4,25.1,18.25
IUNG8,2025-06-05,16.6,26.6,21.6
IUNG8,2025-06-06,15.8,26.6,21.2
IUNG8,2025-06-07,0.0,25.7,12.85
IUNG8,2025-06-08,11.8,21.6,16.7
IUNG8,2025-06-09,0.0,17.4,8.7
IUNG8,2025-06-10,5.6,19.6,12.6
IUNG8,2025-06-11,0.0,19.3,9.65
IUNG8,2025-06-12,0.0,19.1,9.55
IUNG8,2025-06-13,8.3,18.6,13.45
IUNG8,2025-06-14,9.9,21.0,15.45
IUNG8,2025-06-15,8.9,24.7,16.8
IUNG8,2025-06-16,10.9,28.0,19.45
IUNG8,2025-06-17,0.0,21.9,10.95
IUNG8,2025-06-18,10.9,25.7,18.3
IUNG8,2025-06-19,0.0,19.6,9.8
IUNG8,2025-06-20,9.2,20.3,14.75
IUNG8,2025-06-21,8.8,22.9,15.85
IUNG8,2025-06-22,0.0,25.4,12.7
IUNG8,2025-06-23,0.0,28.5,14.25
IUNG8,2025-06-24,0.0,20.6,10.3
IUNG8,2025-06-25,12.4,22.5,17.45
IUNG8,2025-06-26,11.4,24.1,17.75
IUNG8,2025-06-27,0.0,23.3,11.65
IUNG8,2025-06-28,12.9,22.2,17.55
IUNG9,2025-04-01,0.0,12.1,6.05
IUNG9,2025-04-02,0.0,16.4,8.2
IUNG9,2025-04-03,2.8,17.6,10.2
IUNG9,2025-04-04,1.9,19.3,10.6
IUNG9,2025-04-05,-0.7,9.0,4.15
IUNG9,2025-04-06,-1.5,1.0,-0.25
IUNG9,2025-04-07,-2.7,6.5,1.9
IUNG9,2025-04-08,-2.6,7.0,2.2
IUNG9,2025-04-09,-2.5,8.5,3.0
IUNG9,2025-04-10,-2.1,3.5,0.7
IUNG9,2025-04-11,-0.1,6.2,3.05
IUNG9,2025-04-12,0.0,4.9,2.45
IUNG9,2025-04-16,0.0,22.9,11.45
IUNG9,2025-04-17,0.0,26.4,13.2
IUNG9,2025-04-18,0.0,25.1,12.55
IUNG9,2025-04-19,9.9,13.0,11.45
IUNG9,2025-04-21,0.0,22.8,11.4
IUNG9,2025-04-22,11.0,23.0,17.0
IUNG9,2025-04-23,8.7,20.8,14.75
IUNG9,2025-04-24,0.0,21.6,10.8
IUNG9,2025-04-25,0.0,13.3,6.65
IUNG9,2025-04-26,-0.5,10.9,5.2
IUNG9,2025-04-27,-0.9,12.7,5.9
IUNG9,2025-04-28,-0.4,17.5,8.55
IUNG9,2025-04-29,0.0,19.4,9.7
IUNG9,2025-04-30,3.8,19.5,11.65
IUNG9,2025-05-01,0.0,18.4,9.2
IUNG9,2025-05-02,3.2,21.0,12.1
IUNG9,2025-05-03,11.1,23.5,17.3
IUNG9,2025-05-04,4.6,16.6,10.6
IUNG9,2025-05-05,0.0,10.5,5.25
IUNG9,2025-05-06,0.0,12.6,6.3
IUNG9,2025-05-07,-0.8,12.9,6.05
IUNG9,2025-05-08,-1.3,10.7,4.7
IUNG9,2025-05-09,-1.1,10.8,4.85
IUNG9,2025-05-10,4.3,9.3,6.8
IUNG9,2025-05-11,0.0,12.8,6.4
IUNG9,2025-05-12,0.0,13.2,6.6
IUNG9,2025-05-13,0.3,15.4,7.85
IUNG9,2025-05-14,4.4,15.2,9.8
IUNG9,2025-05-15,1.9,10.7,6.3
IUNG9,2025-05-16,0.0,9.2,4.6
IUNG9,2025-05-17,0.8,11.3,6.05
IUNG9,2025-05-18,3.2,10.3,6.75
IUNG9,2025-05-19,5.2,14.7,9.95
IUNG9,2025-05-20,6.8,19.6,13.2
IUNG9,2025-05-21,0.0,21.2,10.6
IUNG9,2025-05-22,8.1,21.3,14.7
IUNG9,2025-05-23,8.6,12.8,10.7
IUNG9,2025-05-24,0.0,14.5,7.25
IUNG9,2025-05-25,2.4,16.8,9.6
IUNG9,2025-05-26,0.0,21.1,10.55
IUNG9,2025-05-27,6.9,20.3,13.6
IUNG9,2025-05-28,0.0,20.8,10.4
IUNG9,2025-05-29,7.2,14.4,10.8
IUNG9,2025-05-30,0.0,20.2,10.1
IUNG9,2025-05-31,12.1,23.7,17.9
IUNG9,2025-06-01,0.0,25.2,12.6
IUNG9,2025-06-02,0.0,25.7,12.85
IUNG9,2025-06-03,0.0,20.1,10.05
IUNG9,2025-06-04,0.0,24.3,12.15
IUNG9,2025-06-05,16.0,26.2,21.1
IUNG9,2025-06-06,0.0,25.8,12.9
IUNG9,2025-06-07,14.0,25.6,19.8
IUNG9,2025-06-08,11.7,21.8,16.75
IUNG9,2025-06-09,0.0,16.7,8.35
IUNG9,2025-06-10,4.6,19.5,12.05
IUNG9,2025-06-11,9.1,19.0,14.05
IUNG9,2025-06-12,0.0,19.1,9.55
IUNG9,2025-06-13,0.0,18.6,9.3
IUNG9,2025-06-14,0.0,21.2,10.6
IUNG9,2025-06-15,6.8,24.6,15.7
IUNG9,2025-06-16,0.0,27.7,13.85
IUNG9,2025-06-17,0.0,22.3,11.15
IUNG9,2025-06-18,0.0,25.2,12.6
IUNG9,2025-06-19,0.0,19.9,9.95
IUNG9,2025-06-20,0.0,20.2,10.1
IUNG9,2025-06-21,0.0,22.4,11.2
IUNG9,2025-06-22,8.6,25.4,17.0
IUNG9,2025-06-23,6.9,27.5,17.2
IUNG9,2025-06-24,0.0,20.5,10.25
IUNG9,2025-06-25,12.0,22.2,17.1
IUNG9,2025-06-26,9.3,24.0,16.65
IUNG9,2025-06-27,14.2,22.4,18.3
IUNG9,2025-06-28,12.6,22.3,17.45
PME232,2025-04-01,6.5,13.17,9.84
PME232,2025-04-02,6.34,16.87,11.6
PME232,2025-04-03,2.74,18.57,10.66
PME232,2025-04-04,4.37,20.08,12.22
PME232,2025-04-05,-0.9,9.38,4.24
PME232,2025-04-06,-1.43,2.4,0.48
